epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,301.882,0.89331,0.51076,1.06943,0.79577,0.72233,0.84275,0.64603,1.01638,0.57353,1.21055,0.000202,0.000202,0.000202
27,313.178,0.8823,0.50384,1.07119,0.78367,0.7531,0.81408,0.61339,1.01538,0.56055,1.21574,0.00019408,0.00019408,0.00019408
28,324.534,0.87644,0.50233,1.05981,0.74734,0.85213,0.88416,0.67643,1.02595,0.56058,1.18922,0.00018616,0.00018616,0.00018616
29,336.233,0.86566,0.49892,1.06388,0.75018,0.88544,0.87781,0.67751,1.00662,0.55986,1.1775,0.00017824,0.00017824,0.00017824
30,348.37,0.86273,0.49394,1.06197,0.72852,0.85033,0.82581,0.64357,0.98318,0.54794,1.19793,0.00017032,0.00017032,0.00017032
31,360.248,0.85749,0.48135,1.0629,0.82966,0.7581,0.8621,0.6622,0.99256,0.52709,1.20255,0.0001624,0.0001624,0.0001624
32,372.186,0.83541,0.46649,1.04734,0.84688,0.7534,0.84792,0.66283,0.98072,0.51917,1.18554,0.00015448,0.00015448,0.00015448
33,384.052,0.83183,0.45981,1.04093,0.77444,0.76714,0.80357,0.61762,0.97773,0.52713,1.18889,0.00014656,0.00014656,0.00014656
34,395.942,0.8288,0.46289,1.04013,0.82517,0.77913,0.8188,0.63597,1.00223,0.52081,1.20701,0.00013864,0.00013864,0.00013864
35,407.803,0.81413,0.44335,1.0334,0.85578,0.77357,0.84984,0.65972,0.99483,0.51701,1.19852,0.00013072,0.00013072,0.00013072
36,419.67,0.81797,0.45568,1.04299,0.79053,0.77302,0.863,0.67268,0.97907,0.48918,1.18994,0.0001228,0.0001228,0.0001228
37,431.619,0.80531,0.44474,1.03817,0.86197,0.78366,0.86919,0.67012,0.9609,0.49611,1.17749,0.00011488,0.00011488,0.00011488
38,443.432,0.79796,0.42987,1.02023,0.80624,0.79168,0.88295,0.68125,0.96958,0.5005,1.1913,0.00010696,0.00010696,0.00010696
39,455.309,0.80665,0.42988,1.02919,0.85981,0.79607,0.85006,0.66202,0.95257,0.48102,1.17701,9.904e-05,9.904e-05,9.904e-05
40,466.95,0.79368,0.42689,1.02243,0.87535,0.77879,0.87564,0.67786,0.95224,0.49223,1.16442,9.112e-05,9.112e-05,9.112e-05
41,479.926,0.75848,0.39133,1.02395,0.89068,0.77411,0.89013,0.68848,0.96875,0.48656,1.19057,8.32e-05,8.32e-05,8.32e-05
42,491.808,0.74419,0.38113,1.00844,0.86412,0.77548,0.87975,0.68332,0.96162,0.50063,1.19246,7.528e-05,7.528e-05,7.528e-05
43,503.656,0.71817,0.37046,1.00076,0.88552,0.77939,0.88718,0.69613,0.96161,0.49011,1.18888,6.736e-05,6.736e-05,6.736e-05
44,515.908,0.71654,0.36793,1.00437,0.8738,0.80347,0.85753,0.67408,0.95213,0.48465,1.18348,5.944e-05,5.944e-05,5.944e-05
45,527.737,0.69964,0.35786,0.99059,0.80846,0.81871,0.8536,0.66567,0.94903,0.48423,1.18722,5.152e-05,5.152e-05,5.152e-05
46,539.561,0.69619,0.35103,0.98308,0.8713,0.79189,0.86839,0.68273,0.95001,0.47534,1.18322,4.36e-05,4.36e-05,4.36e-05
47,551.306,0.69719,0.34855,0.98393,0.88825,0.78964,0.87644,0.68933,0.94057,0.46699,1.17783,3.568e-05,3.568e-05,3.568e-05
48,563.085,0.68176,0.34329,0.98166,0.88901,0.79832,0.88414,0.68987,0.93475,0.46538,1.16859,2.776e-05,2.776e-05,2.776e-05
49,574.665,0.6719,0.33131,0.96037,0.88665,0.78848,0.8932,0.6933,0.94056,0.46825,1.1742,1.984e-05,1.984e-05,1.984e-05
50,586.093,0.6765,0.33682,0.97092,0.88332,0.79688,0.88886,0.70276,0.93907,0.46596,1.17181,1.192e-05,1.192e-05,1.192e-05
