epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,404.339,0.99072,0.65347,1.1575,0.54443,0.73911,0.75358,0.54322,1.09201,0.75047,1.36807,0.000194176,0.000194176,0.000194176
26,410.725,1.00354,0.65723,1.18432,0.6499,0.71001,0.75509,0.56883,1.08546,0.75084,1.35492,0.00018685,0.00018685,0.00018685
27,417.168,0.95635,0.62263,1.14863,0.6677,0.71186,0.76719,0.57613,1.0899,0.74234,1.34749,0.000179524,0.000179524,0.000179524
28,423.911,0.96221,0.62039,1.16462,0.72046,0.74621,0.7891,0.59141,1.07369,0.74725,1.34848,0.000172198,0.000172198,0.000172198
29,430.698,0.95172,0.63036,1.15456,0.63889,0.83743,0.81389,0.61866,1.05481,0.68818,1.32858,0.000164872,0.000164872,0.000164872
30,437.47,0.89222,0.61008,1.12675,0.63674,0.85784,0.80958,0.58068,1.06666,0.71603,1.34535,0.000157546,0.000157546,0.000157546
31,443.779,0.88531,0.58264,1.12071,0.62858,0.86351,0.81063,0.59737,1.08679,0.70042,1.36517,0.00015022,0.00015022,0.00015022
32,450.11,0.89666,0.58054,1.11384,0.78819,0.77764,0.8318,0.63357,1.06817,0.67663,1.34491,0.000142894,0.000142894,0.000142894
33,456.824,0.88472,0.55959,1.11612,0.70209,0.77021,0.82222,0.63253,1.05691,0.67082,1.32817,0.000135568,0.000135568,0.000135568
34,463.188,0.86419,0.55508,1.09011,0.73231,0.82692,0.82935,0.6409,1.07085,0.66566,1.34229,0.000128242,0.000128242,0.000128242
35,469.979,0.86053,0.54124,1.10345,0.71304,0.87451,0.84646,0.64938,1.07583,0.66302,1.35194,0.000120916,0.000120916,0.000120916
36,476.733,0.86896,0.5332,1.07845,0.67227,0.90341,0.84725,0.63989,1.09374,0.67062,1.37441,0.00011359,0.00011359,0.00011359
37,483.058,0.8503,0.53996,1.09385,0.7777,0.79117,0.86628,0.65054,1.07598,0.65239,1.35026,0.000106264,0.000106264,0.000106264
38,489.725,0.85003,0.51589,1.07945,0.75282,0.81569,0.87574,0.66304,1.07954,0.633,1.35271,9.8938e-05,9.8938e-05,9.8938e-05
39,496.484,0.82227,0.51403,1.08119,0.63795,0.86539,0.83462,0.61911,1.04608,0.64127,1.32888,9.1612e-05,9.1612e-05,9.1612e-05
40,502.765,0.79878,0.50308,1.07577,0.66028,0.8261,0.83324,0.62146,1.04877,0.65531,1.32014,8.4286e-05,8.4286e-05,8.4286e-05
41,510.308,0.75365,0.44551,1.08132,0.77768,0.73337,0.83761,0.63806,1.04997,0.63427,1.33542,7.696e-05,7.696e-05,7.696e-05
42,517.024,0.73957,0.42569,1.07878,0.71703,0.84337,0.86392,0.6699,1.04384,0.63264,1.32963,6.9634e-05,6.9634e-05,6.9634e-05
43,523.676,0.71689,0.41386,1.05292,0.67157,0.87344,0.85985,0.67901,1.04765,0.61661,1.32435,6.2308e-05,6.2308e-05,6.2308e-05
44,530.351,0.70927,0.40495,1.05137,0.79014,0.74375,0.84391,0.65744,1.0241,0.58981,1.31158,5.4982e-05,5.4982e-05,5.4982e-05
45,536.748,0.69161,0.39323,1.05013,0.70697,0.83238,0.86115,0.67537,1.04395,0.58287,1.33397,4.7656e-05,4.7656e-05,4.7656e-05
46,543.132,0.68521,0.39385,1.05205,0.71827,0.8349,0.8718,0.68191,1.02548,0.59249,1.31845,4.033e-05,4.033e-05,4.033e-05
47,549.796,0.667,0.38439,1.01658,0.74531,0.84255,0.88405,0.69642,1.02653,0.57789,1.32413,3.3004e-05,3.3004e-05,3.3004e-05
48,556.516,0.66126,0.37791,1.01556,0.76391,0.86811,0.89585,0.71226,1.01722,0.56982,1.31139,2.5678e-05,2.5678e-05,2.5678e-05
49,563.165,0.64912,0.3697,1.00707,0.77761,0.86014,0.89731,0.71105,1.0125,0.57303,1.3073,1.8352e-05,1.8352e-05,1.8352e-05
50,569.521,0.6463,0.36905,1.01676,0.78411,0.84946,0.89734,0.71115,1.01853,0.57619,1.31324,1.1026e-05,1.1026e-05,1.1026e-05
